City_ID,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Gilbués,-9.8317,-45.3439,37.31,13,39,2.99,BR,1662997922
355,Singuilucan,19.9667,-98.5167,14.47,54,13,3.21,MX,1662997923
356,Pahrump,36.2083,-115.9839,24.69,60,50,2.24,US,1662997923
357,Kieta,-6.2167,155.6333,26.11,78,86,2.52,PG,1662997923
358,Codrington,-38.2667,141.9667,7.07,75,71,1.26,AU,1662997924
359,Maraã,-1.8333,-65.3667,34.83,44,77,0.9,BR,1662997924
360,Egvekinot,66.3167,-179.1667,2.15,93,100,6.24,RU,1662997924
361,Williston,48.147,-103.618,22.41,22,26,3.66,US,1662997925
362,Mahébourg,-20.4081,57.7,22.16,73,75,2.57,MU,1662997926
363,Obo,5.3998,26.4869,21.54,91,98,1.59,CF,1662997927
364,Kaeo,-35.1,173.7833,9.07,94,100,3.0,NZ,1662997927
365,Redmond,47.674,-122.1215,18.25,82,96,1.79,US,1662997928
366,Port Shepstone,-30.7414,30.455,16.66,79,100,2.91,ZA,1662997676
367,Kavaratti,10.5669,72.642,27.07,84,100,5.9,IN,1662997928
368,Ugoofaaru,5.6667,73.0,27.05,80,36,3.9,MV,1662997929
369,Adolfo López Mateos,28.4667,-107.3,18.61,59,61,3.07,MX,1662997929
370,Sambava,-14.2667,50.1667,21.44,86,35,5.12,MG,1662997683
371,Harper,4.375,-7.7169,25.34,78,97,3.94,LR,1662997931
372,São Félix do Xingu,-6.6447,-51.995,39.94,15,65,2.19,BR,1662997931
373,Javānrūd,34.7961,46.5172,24.67,14,0,3.56,IR,1662997931
374,Kindu,-2.95,25.95,26.25,72,76,0.68,CD,1662997932
375,Airai,-8.9266,125.4092,14.6,64,74,1.07,TL,1662997932
376,Novosokol'niki,56.3463,30.1578,8.7,98,100,2.4,RU,1662997933
377,Khovd,48.0056,91.6419,12.79,22,86,2.78,MN,1662997933
378,Surgāna,20.5667,73.6167,22.67,97,100,1.31,IN,1662997934
379,Tura,25.5198,90.2201,22.05,98,100,2.18,IN,1662997936
380,Kysyl-Syr,63.8986,122.7617,4.46,91,55,2.32,RU,1662997936
381,Vangaindrano,-23.35,47.6,20.93,79,0,5.05,MG,1662997937
382,Iqaluit,63.7506,-68.5145,7.85,75,75,8.75,CA,1662997937
383,Manacapuru,-3.2997,-60.6206,34.96,37,38,0.3,BR,1662997937
384,Sørland,67.667,12.6934,10.92,83,100,5.52,NO,1662997938
385,Kostanay,53.1667,63.5833,11.16,66,75,1.0,KZ,1662997938
386,Bambous Virieux,-20.3428,57.7575,22.14,73,75,2.57,MU,1662997939
387,Bealanana,-14.55,48.7333,14.45,81,65,1.54,MG,1662997723
388,San Quintín,30.4833,-115.95,23.03,82,65,1.2,MX,1662997939
389,Sorochinsk,52.4338,53.1583,12.32,50,99,1.79,RU,1662997941
390,Pointe Michel,15.25,-61.3833,34.52,52,20,1.03,DM,1662997941
391,Jalu,29.0331,21.5482,35.69,24,0,6.85,LY,1662997941
392,Lorengau,-2.0226,147.2712,27.39,74,97,5.0,PG,1662997942
393,Kaili,-3.4626,120.2147,19.34,94,97,1.2,ID,1662997942
394,Port Hedland,-20.3167,118.5667,20.03,77,0,4.12,AU,1662997942
395,Nome,64.5011,-165.4064,10.04,87,75,5.14,US,1662997944
396,Eshowe,-28.8865,31.4699,13.04,90,100,2.4,ZA,1662997944
397,Nanortalik,60.1432,-45.2371,7.38,85,15,4.63,GL,1662997944
398,Bereda,43.2686,-7.5406,25.23,60,100,2.09,ES,1662997944
399,Seymchan,62.8833,152.4333,4.2,97,100,3.34,RU,1662997945
400,Durango,24.8333,-104.8333,18.87,57,4,1.83,MX,1662997946
401,Polson,47.6936,-114.1632,19.03,35,98,1.26,US,1662997947
402,Nakamura,32.9833,132.9333,24.5,91,97,2.12,JP,1662997876
403,Nuuk,64.1835,-51.7216,5.49,100,95,4.92,GL,1662997948
404,Indianola,41.3581,-93.5574,21.27,54,8,4.57,US,1662997948
405,Djenné,13.9061,-4.5533,34.55,40,77,0.84,ML,1662997949
406,Les Cayes,18.2,-73.75,30.67,62,100,4.1,HT,1662997950
407,Esim,4.8699,-2.2405,25.13,76,87,4.9,GH,1662997950
408,Dalbandin,28.8947,64.4101,32.06,11,8,3.55,PK,1662997950
409,Scarborough,54.2797,-0.4044,19.76,88,100,3.13,GB,1662997951
410,Along,28.1667,94.7667,22.93,98,37,0.23,IN,1662997951
411,Cherskiy,68.75,161.3,4.21,87,100,2.28,RU,1662997952
412,Kouqian,43.6391,126.4578,16.82,92,1,0.75,CN,1662997954
413,Anzhero-Sudzhensk,56.081,86.0285,1.56,93,47,1.36,RU,1662997781
414,Atikokan,48.7555,-91.6216,20.04,35,1,1.93,CA,1662997955
415,Kurtamysh,54.9103,64.4319,10.24,69,95,2.36,RU,1662997955
416,Srednekolymsk,67.45,153.6833,2.32,98,100,4.09,RU,1662997955
417,Manzanillo,20.3433,-77.1167,32.88,51,99,3.33,CU,1662997957
418,Niamey,13.5137,2.1098,31.16,58,0,1.03,NE,1662997958
419,Cho Dok,10.7,105.1167,26.05,87,99,2.08,VN,1662997958
420,Pauini,-7.7136,-66.9764,37.96,31,9,1.25,BR,1662997959
421,Assiut,27.181,31.1837,35.1,21,4,4.65,EG,1662997960
422,Beaufort,5.3473,115.7455,23.93,95,95,1.11,MY,1662997961
423,San Juan,-31.5375,-68.5364,20.31,15,0,4.75,AR,1662997961
424,Oodweyne,9.4092,45.064,28.76,37,100,5.81,SO,1662997962
425,Isla Vista,34.4133,-119.861,27.13,75,40,1.54,US,1662997962
426,Natitingou,10.3042,1.3796,20.99,98,100,1.71,BJ,1662997963
427,Bathsheba,13.2167,-59.5167,31.34,70,75,7.72,BB,1662997963
428,Dhidhdhoo,6.8833,73.1,27.03,83,4,3.91,MV,1662997920
429,Terrace Bay,48.7834,-87.1,16.72,56,91,1.14,CA,1662997964
430,Kampong Thom,12.7111,104.8887,25.64,87,100,1.39,KH,1662997964
431,Wrocław,51.1,17.0333,18.79,68,20,3.09,PL,1662997816
432,Barcelos,41.5388,-8.6151,24.95,94,100,1.71,PT,1662997965
433,High Rock,26.6208,-78.2833,32.01,67,10,1.63,BS,1662997965
434,Amarante do Maranhão,-5.5667,-46.7422,38.16,21,77,2.58,BR,1662997966
435,Bojnourd,37.4747,57.329,22.97,18,0,0.0,IR,1662997966
436,Biak,-0.9131,122.8766,23.89,88,40,3.02,ID,1662997966
437,Fort Nelson,58.8053,-122.7002,3.77,87,75,1.03,CA,1662997967
438,Cartagena,10.3997,-75.5144,28.79,79,75,1.54,CO,1662997967
439,Panalingaan,8.7842,117.4231,26.41,82,67,1.06,PH,1662997967
440,Kahului,20.8947,-156.47,26.02,73,0,3.58,US,1662997968
441,Oussouye,12.485,-16.5469,29.33,67,72,5.21,SN,1662997969
442,Kudahuvadhoo,2.6708,72.8944,27.79,73,24,4.31,MV,1662997970
443,Colares,38.7992,-9.4469,22.55,87,75,12.96,PT,1662997970
444,Juliaca,-15.5,-70.1333,12.99,18,0,2.06,PE,1662997971
445,Serenje,-13.2325,30.2352,24.23,24,8,4.54,ZM,1662997972
446,Kununurra,-15.7667,128.7333,25.99,61,100,0.51,AU,1662997973
447,Ukiah,39.1502,-123.2078,25.24,71,0,0.0,US,1662997973
448,Isangel,-19.55,169.2667,23.3,83,10,3.82,VU,1662997974
449,La Santisima Trinidad,-14.8333,-64.9,29.99,54,65,3.09,BO,1662997975
450,Trofors,65.5333,13.4063,12.93,66,100,0.65,NO,1662997975
451,Lüderitz,-26.6481,15.1594,21.88,38,46,13.19,NA,1662997726
452,Rørvik,64.8621,11.2373,14.99,67,20,3.09,NO,1662997975
453,Tilichiki,60.4667,166.1,5.23,88,48,1.79,RU,1662997977
454,Tabriz,38.08,46.2919,25.7,22,20,0.0,IR,1662997977
455,Sola,-13.8833,167.55,26.43,77,86,8.37,VU,1662997977
456,Price,39.5994,-110.8107,18.59,22,0,1.54,US,1662997978
457,Kazygurt,41.7589,69.3864,13.68,35,0,2.63,KZ,1662997978
458,Tazovsky,67.4667,78.7,2.65,81,54,4.49,RU,1662997979
459,The Valley,18.217,-63.0578,31.92,74,40,5.14,AI,1662997979
460,San Andrés,12.5847,-81.7006,31.01,74,40,3.6,CO,1662997979
461,Cutervo,-6.379,-78.8157,18.78,51,38,2.14,PE,1662997980
462,Mogadishu,2.0371,45.3438,24.76,86,97,7.93,SO,1662997982
463,Jiangyou,31.7667,104.7167,21.61,86,55,1.61,CN,1662997983
464,Sinnamary,5.3833,-52.95,30.3,62,4,3.57,GF,1662997983
465,Tuta,5.6897,-73.2278,18.47,60,48,0.83,CO,1662997984
466,Saint George,37.1041,-113.5841,25.35,54,75,6.17,US,1662997984
467,Dodge City,37.7528,-100.0171,23.47,53,0,3.58,US,1662997985
468,Mitú,1.1983,-70.1733,27.82,68,94,1.45,CO,1662997986
469,Bozova,37.3625,38.5267,32.51,19,0,5.42,TR,1662997986
470,Dunyapur,29.7995,71.7196,31.54,48,0,2.92,PK,1662997986
471,Sărmaşu,46.75,24.1667,18.87,63,1,4.99,RO,1662997986
472,Pontes e Lacerda,-15.2261,-59.3353,37.87,23,39,1.81,BR,1662997987
473,Sept-Îles,50.2001,-66.3821,23.29,83,20,1.03,CA,1662997987
474,Morwell,-38.2333,146.4,5.78,77,100,1.04,AU,1662997988
475,Pangnirtung,66.1451,-65.7125,8.0,93,100,1.03,CA,1662997988
476,Kolokani,13.5728,-8.0339,31.6,53,70,2.07,ML,1662997724
477,Yangi Marg`ilon,40.4272,71.7189,13.4,88,75,2.06,UZ,1662997988
478,Mattoon,39.4831,-88.3728,19.69,47,62,6.16,US,1662997989
479,Souillac,-20.5167,57.5167,22.21,73,75,2.57,MU,1662997989
480,Sisimiut,66.9395,-53.6735,6.28,91,100,9.38,GL,1662997989
481,Dakar,14.6937,-17.4441,31.49,68,88,1.79,SN,1662997930
482,San Lorenzo,-25.3333,-57.5333,19.77,49,75,3.6,PY,1662997990
483,Jacareacanga,-6.2222,-57.7528,40.36,20,27,1.19,BR,1662997990
484,Plettenberg Bay,-34.0527,23.3716,12.98,67,4,3.73,ZA,1662997991
485,Banda Aceh,5.5577,95.3222,26.5,78,88,2.18,ID,1662997992
486,Neuquén,-38.9516,-68.0591,14.94,38,0,2.57,AR,1662997992
487,Pālampur,32.1167,76.5333,20.42,78,21,2.08,IN,1662997992
488,Cassilândia,-19.1133,-51.7342,37.53,15,8,3.04,BR,1662997993
489,Rota,36.6224,-6.3586,25.05,100,40,4.12,ES,1662997994
490,Buguda,19.8167,84.8,25.97,85,100,1.82,IN,1662997995
491,Punta de Bombón,-17.1717,-71.7931,16.19,77,95,4.58,PE,1662997996
492,Sabang,5.8933,95.3214,28.08,71,99,4.2,ID,1662997997
493,Maniitsoq,65.4167,-52.9,5.12,96,100,8.33,GL,1662997997
494,Tocopilla,-22.092,-70.1979,17.46,68,33,4.05,CL,1662997998
495,Dudinka,69.4058,86.1778,2.57,89,100,3.14,RU,1662997998
496,Çan,40.0333,27.0524,23.11,45,11,2.25,TR,1662997999
497,Husavik,66.0449,-17.3389,13.7,54,48,1.36,IS,1662998000
498,Jos,9.9167,8.9,24.4,73,56,0.69,NG,1662997717
499,Hualmay,-11.0964,-77.6139,17.63,73,77,4.64,PE,1662998000
500,Bonavista,48.6499,-53.1147,14.5,98,100,7.81,CA,1662998001
501,Turaif,31.6725,38.6637,36.14,17,0,5.14,SA,1662998001
502,Port Augusta,-32.5,137.7667,10.34,77,3,2.9,AU,1662998001
503,Shenkursk,62.1091,42.896,10.6,71,90,2.23,RU,1662998003
504,Hūn,29.1268,15.9477,36.19,20,0,6.26,LY,1662998004
505,Mount Isa,-20.7333,139.5,20.87,43,0,4.63,AU,1662998004
506,Freeport,40.6576,-73.5832,25.7,79,99,2.24,US,1662998005
507,Lundazi,-12.2929,33.1782,24.51,32,4,5.95,ZM,1662998005
508,Ahipara,-35.1667,173.1667,13.52,82,97,4.82,NZ,1662998005
509,Nadvoitsy,63.8667,34.3167,11.34,72,100,2.82,RU,1662998006
510,Karasjok,69.4719,25.5112,6.29,63,94,2.09,NO,1662998006
511,Vestmannaeyjar,63.4427,-20.2734,11.55,87,75,4.12,IS,1662998007
512,Opuwo,-18.0607,13.84,32.38,8,8,3.65,NA,1662998008
513,Baykit,61.67,96.37,6.51,95,100,2.53,RU,1662998009
514,Zlynka,52.4267,31.7378,13.12,79,99,2.14,RU,1662998009
515,Ati,13.2154,18.3353,35.56,37,100,0.19,TD,1662998009
516,Arrondissement de Montbrison,45.6667,4.0833,31.19,28,25,3.98,FR,1662998010
517,Imeni Poliny Osipenko,52.4201,136.4853,5.08,97,100,7.49,RU,1662998010
518,Gannan,47.9147,123.5031,10.49,69,47,1.81,CN,1662998011
519,Stepnyak,52.8339,70.7803,8.38,66,68,1.28,KZ,1662998013
520,Borogontsy,62.6683,131.1683,2.63,97,94,2.86,RU,1662998013
521,Nokaneng,-19.6667,22.2667,30.62,6,0,3.0,BW,1662998014
522,São João da Barra,-21.6403,-41.0511,23.05,70,95,3.91,BR,1662998014
523,Timrå,62.487,17.3257,16.49,82,0,3.6,SE,1662998015
524,Totoral,-17.4053,-70.365,21.64,23,29,4.85,PE,1662998015
525,Ayan,56.45,138.1667,9.28,67,100,1.95,RU,1662998015
526,Kribi,2.95,9.9167,25.8,81,60,5.32,CM,1662998015
527,Botucatu,-22.8858,-48.445,27.76,36,50,2.44,BR,1662998016
528,Levice,48.2156,18.6071,20.83,46,13,4.71,SK,1662998016
529,Olinda,-8.0089,-34.8553,26.85,65,20,5.14,BR,1662998017
530,Pustoshka,56.3355,29.369,8.59,98,100,2.35,RU,1662998018
531,Waspán,14.7419,-83.9717,31.43,63,84,1.11,NI,1662998018
532,Cottbus,51.7667,14.3333,20.54,60,98,0.49,DE,1662998018
533,Yinchuan,38.4681,106.2731,22.37,36,14,5.87,CN,1662998018
534,Waipawa,-41.4122,175.5153,10.39,63,6,9.32,NZ,1662998018
535,Oranjemund,-28.55,16.4333,14.28,66,0,10.43,NA,1662998019
536,Qiongshan,20.0058,110.3542,25.99,94,0,2.0,CN,1662998020
537,Mutoko,-17.397,32.2268,23.62,22,3,4.18,ZW,1662998021
538,Barra Patuca,15.8,-84.2833,29.55,70,95,1.49,HN,1662998021
539,Saint-Pierre,-21.3393,55.4781,20.82,73,100,4.12,RE,1662998022
540,Hashtgerd,35.9642,50.6858,25.91,29,0,2.19,IR,1662998023
541,Champerico,14.3,-91.9167,28.3,75,100,1.81,GT,1662998023
542,Kedrovyy,56.1667,91.8167,6.23,96,98,4.21,RU,1662998023
543,Santiago del Estero,-27.7951,-64.2615,24.53,16,0,1.5,AR,1662998024
544,Rafai,4.95,23.9167,22.02,97,89,1.5,CF,1662998024
545,Usol'ye,59.4268,56.6808,6.22,84,17,1.15,RU,1662998025
546,Irpa Irpa,-17.7167,-66.2667,25.0,15,37,2.46,BO,1662998025
547,Okrika,4.7416,7.0849,26.18,78,90,5.11,NG,1662998025
548,Mosetse,-20.75,26.65,28.82,7,0,1.77,BW,1662998026
549,Zhigansk,66.7697,123.3711,3.83,98,100,6.29,RU,1662998026
550,Xunchang,28.4543,104.715,22.39,86,55,1.32,CN,1662998026
551,Labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1662998027
552,Jiangkou,25.4872,119.1986,25.4,71,7,1.67,CN,1662998027
553,São Desidério,-12.3633,-44.9733,37.87,12,10,1.05,BR,1662998027
554,Minuri,16.535,121.8574,24.22,90,99,0.57,PH,1662998028
555,Batagay-Alyta,67.8006,130.4114,-1.19,81,94,1.24,RU,1662998029
556,Boddam,57.4667,-1.7833,16.91,69,75,8.37,GB,1662998029
557,College,64.8569,-147.8028,8.66,85,75,3.6,US,1662998031
558,Voh,-20.9667,164.7,21.99,93,96,1.75,NC,1662998032
559,Tobol,52.6844,62.5794,10.47,61,99,1.33,KZ,1662998032
560,Labuhan,-6.8844,112.2051,26.77,75,14,3.28,ID,1662998032
561,Asău,46.4333,26.4,14.6,71,26,0.78,RO,1662998033
562,Shaping,22.7545,112.9565,28.52,51,21,1.32,CN,1662998033
563,Irati,-25.4672,-50.6511,17.08,84,100,0.16,BR,1662998033
564,Dustlik,40.5247,68.0358,15.31,30,0,4.02,UZ,1662998034
565,Skibbereen,51.55,-9.2667,20.06,88,100,5.08,IE,1662998034
566,Abu Kamal,34.4506,40.9171,34.62,15,0,1.54,SY,1662998035
567,Dromolaxia,34.8761,33.586,31.58,70,20,6.69,CY,1662998035
